,id,title,tags
4108,10877,Exit Wounds,"maverick cop orin boyd alway bring down the domest terrorist he tracks, but he ruffl feather with hi unorthodox techniqu -- and soon find himself reassign to the toughest district in detroit. when he discov a group of detect secretli oper a drug ring, boyd join forc with an unlik alli -- gangster latrel walker -- to bring down the rotten cops. action crime thriller andrzejbartkowiak"
4109,5257,The Dish,"the true stori of how the park radio telescop wa use to relay the live televis of man' first step on the moon, dure the apollo 11 mission in 1969. histori comedi drama robsitch"
4110,77,Memento,"suffer short-term memori loss after a head injury, leonard shelbi embark on a grim quest to find the lowlif who murder hi wife in thi gritty, complex thriller that pack more knot than a hangman' noose. to carri out hi plan, shelbi snap polaroid of peopl and places, jot down contextu note on the back of photo to aid in hi search and jog hi memory. he even tattoo hi own bodi in a desper bid to remember. mysteri thriller christophernolan"
4111,20322,The Brothers,"thi is the stori of four african-american ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselv ""the brothers"". when the playboy get engaged, the other three friend find themselv have to come to term with their own issu of commit and honesty... comedi drama romanc garyhardwick"
4112,10833,Heartbreakers,"max and page are a brilliant mother/daught con team who have their grift down to a fine science. max target wealthy, will men and marri them. page then seduc them, and max catch her husband in the act. then it' off to palimoni citi and the next easi mark. crime comedi romanc davidmirkin"
4113,20309,Say It Isn't So,"boy meet girl; boy fall in love (and had wild, non-stop sex) with girl; boy lose girl... when they discov they are brother and sister! but when he learn that he' the victim of the ultim case of mistaken identity, the lovesick young man -- whom everyon still think is after some taboo thrill -- must race across the countri to stop her from marri anoth man. comedi romanc j.b.roger"
4114,125093,Too Much Sleep,"while ride the bu one day, night watchman jack crawford get distract by a beauti girl and ha hi gun stolen. to get it back, he enlist the help of local wise guy, eddie, and their search reveal the bizarr charact lurk in the strang underworld of a sleepi new jersey suburb. davidmaquil"
4115,12658,Someone Like You...,"jane goodal ha everyth go for her. she' a produc on a popular daytim talk show, and is in a hot romanc with the show' dash execut produc ray. but when the relationship goe terribl awry, jane begin an extens studi of the male animal, includ her woman roommat eddie. jane put her studi and romant misadventur to use as a pseudonym sex columnist -- and becom a sensation. comedi romanc tonygoldwyn"
4116,10054,Spy Kids,"carmen and juni think their parent are boring. littl do they know that in their day, gregorio and ingrid cortez were the top secret agent from their respect countries. they gave up that life to rais their children. now, the disappear of sever of their old colleagu forc the cortez' return from retirement. what they didn't count on wa carmen and juni join the ""famili business."" action comedi famili adventur robertrodriguez"
4117,10646,Tomcats,"colleg buddi chip in and promis that the group' last unmarri man will collect a cash pot. seven year later, the kitti is worth $500,000 -- money michael need to pay a gambl debt. problem is, the onli other singl guy is a hopeless womanizer! comedi romanc gregorypoiri"
4118,2575,The Tailor of Panama,"a british spi is banish to panama after have an affair with an ambassador' mistress. onc there he make connect with a local tailor with a nefari past and connect to all of the top polit and gangster figur in panama. the tailor also ha a wife, who work for the panamanian presid and a huge debt. the mission is to learn what the presid intend to do with the canal. drama thriller johnboorman"
4119,55,Amores perros,three differ peopl in mexico citi are catapult into dramat and unforeseen circumst in the wake of a terribl car crash: a young punk stumbl into the sinist underground world of dog fighting; an injur supermodel' design pooch disappear into the apartment' floorboards; and an ex-rad turn hit man rescu a gunshot rotweiler. drama thriller alejandrogonzáleziñárritu
4120,65075,Keep the River on Your Right: A Modern Cannibal Tale,"in 1955, tobia schneebaum disappear into the depth of the peruvian amazon. he had no guide, no map, and onli the vaguest of instructions: keep the river on your right. a year later schneebaum emerg from the jungle…naked, cover in bodi paint, and a modern-day cannibal. titl after schneebaum’ 1969 cult classic memoir about hi form experi live in the amazon, keep the river on your right is the extraordinari stranger-than-fict stori of schneebaum’ return to the jungle, 45 year after hi origin visit, to reunit with the veri tribesmen he love and who gave him nightmar for nearli half a century. a deepli affect and sear portrait, sibl filmmak lauri and david shapiro captur a man in utter conflict, a fearless adventurer, and one of the most charming, enigmatic, and perplex men ever captur on screen. documentari lauriegwenshapiro davidshapiro"
4121,44379,The Gleaners & I,"varda focus her eye on gleaners: those who scour already-reap field for the odd potato or turnip. her investig lead from forgotten corner of the french countrysid to off-hour at the green market of paris, follow those who insist on find a use for that which societi ha cast off, whether out of necess or activism. documentari foreign agnèsvarda"
4122,2043,Along Came a Spider,"when a teacher kidnap a girl from a prestigi school, homicid detective, alex cross take the case and team up with young secur agent, jezzi flannigan in hope of find the girl and stop the brutal psychopath. everi second count as alex and jezzi attempt to track down the kidnapp befor the spider claim anoth victim for it web. crime mysteri thriller action leetamahori"
4123,4133,Blow,"a boy name georg jung grow up in a struggl famili in the 1950's. hi mother nag at her husband as he is tri to make a live for the family. it is final reveal that george' father cannot make a live and the famili goe bankrupt. georg doe not want the same thing to happen to him, and hi friend tuna, in the 1960's, suggest that he deal marijuana. he is a big hit in california in the 1960's, yet he goe to jail, where he find out about the wonder of cocaine. as a result, when released, he get rich by bring cocain to america. however, he soon pay the price. crime drama teddemm"
4124,56715,Just Visiting,"a knight and hi valet are plagu by a witch, and to repair the damag they make use of the servic of a wizard. however, someth goe wrong and they are transport from the 12th centuri to the year 2000. there the knight meet some of hi famili and slowli learn what thi new centuri is like. however, he still need to get back to the 12th centuri to deal with the witch, so he start look for a wizard. comedi fantasi sciencefict jean-mariepoiré"
4125,10991,Pokémon: Spell of the Unknown,"when molli hale' sad of her father' disappear get to her, she unknowingli use the unown to creat her own dream world along with entei, who she believ to be her father. when entei kidnap ash' mom, ash along with misti & brock invad the mansion look for hi mom and tri to stop the mysteri of molly' dream world and entei! adventur fantasi anim action famili michaelhaigney kunihikoyuyama"
4129,15940,Beautiful Creatures,"when petula and dorothi cover up the accident murder of one jerk boyfriend, they hatch a hilari scheme to collect a huge ransom. comedi crime drama thriller billeagl"
4130,26791,Brigham City,"we clayton is a lawman and a bishop in a mormon commun call brigham. the town is shaken when a woman from california is found murdered. clayton and hi young deputi work with an fbi agent sent to investigate. as a civil and spiritu leader in the frighten town, clayton must uncov the town' deepest secrets, find the murder and keep brigham from rip itself apart. crime drama mysteri thriller richarddutch"
4131,44069,The Day I Became a Woman,a girl reach the age of nine and is suppos to act as a grown woman accord to her family. a girl particip in a bike race against the will of her husband. an elderli woman decid she want to buy all the thing she alway want but could never get. drama foreign marziehmakhmalbaf
4132,68894,Shadow Magic,"beijing, 1902: an enterpris young portrait photograph name liu jinglun, keen on new technology, befriend a newly-arriv englishman who' brought projector, camera, and lumière-brothers' short to open the shadow magic theater. liu' work with wallac bring him conflict with tradit and hi father' authority, complic by hi fall in love with ling, daughter of lord tan, star of beijing' tradit opera. liu see movi as hi chanc to becom wealthi and worthi of ling. when the shadow magic pair are invit to show the film to the empress dowager, thing look good. but, is disast in the script? and, can movi preserv tradit even as they bring change? drama foreign histori annhu"
4133,634,Bridget Jones's Diary,"a chaotic bridget jone meet a snobbish lawyer, and he soon enter her world of imperfections. comedi romanc drama sharonmaguir"
4134,10956,Joe Dirt,"joe dirt is a janitor with a mullet hairdo, acid-wash jean and a dream to find the parent that he lost at the grand canyon when he wa a belligerent, trailer park-rais eight-year-old. now, blast van halen in hi jacked-up economi car, the irrepress optimist joe hit the road alon in search of hi folks. mysteri adventur comedi romanc drama denniegordon"
4135,19366,Josie and the Pussycats,"josie, melodi and val are three small-town girl musician determin to take their rock band out of their garag and straight to the top, while remain true to their look, style and sound. they get a record deal which bring fame and fortun but soon realiz they are pawn of two peopl who want to control the youth of america. they must clear their names, even if it mean lose fame and fortune. comedi music harryelfont deborahkaplan"
4136,136558,Kingdom Come,"the documentary, kingdom come follow a first-tim director (daniel gillies) as he tri to rais a million dollar to financ hi first film, broken kingdom. thi emotionally-charg journey is interwoven with over 30 rare interview from acclaim indi darl includ mark ruffalo, illeana douglas, don cheadle, kevin smith, edward burns, tim roth, morgan spurlock, selma blair, robert townsend, bill pullman and mani more. comedi paimankalayeh johnlyonsmurphi"
4137,28308,The Body,"an ancient skeleton ha been discov in jerusalem in a rich man' tomb. colour of the wrist and leg bone indic the caus of death wa crucifiction. other signs, includ a gold coin bear the mark of pontiu pilat and faint mark around the skull, lead author to suspect that these could be the bone of jesu christ. politicians, clerics, religi extremist and those use terror as a mean to an end, find their belief and ident test while risk their live to unearth the truth..... drama mysteri romanc thriller jonasmccord"
4138,9519,Chopper,"the true and intens stori of mark 'chopper' read, a legendari crimin who wrote hi autobiographi while serv a jail sentenc in prison. crime drama thriller andrewdominik"
4139,13898,The Circle,variou women struggl to function in the oppress sexist societi of contemporari iran. drama foreign jafarpanahi
4140,196280,Lakeboat,"coming-of-ag tale set aboard a ship freighter travel america' great lakes. dale is an ivi leagu colleg student who briefli join a world-weari crew. expos to a seafar lifestyl which fall short of hi literari visions, dale instead find the experi rich in unexpect ways. the men' bravado and comic postur give way as their live story-tel reveal more about their mytholog view of life than about what actual may have happened. joemantegna"
4141,9290,Crocodile Dundee in Los Angeles,"after settl in the tini australian town of walkabout creek with hi signific other and hi young son, mick ""crocodile"" dunde is thrown for a loop when a prestigi lo angel newspap offer hi honey a job. the famili migrat back to the unit states, and croc and son soon find themselv learn some lesson about american life -- mani of them inadvert adventur comedi simonwinc"
4142,13166,Freddy Got Fingered,"an unemploy cartoonist move back in with hi parent and younger brother freddy. when hi parent demand he leave, he begin to spread rumor that hi father is sexual abus freddy. comedi tomgreen"
4143,32590,The Center of the World,"a coupl check into a suit in la vegas. in flashback we see that he' a comput whiz on the verg of becom a dot.com millionaire, she' a lap dancer at a club. he' depressed, withdraw from work, miss meet with investors. he want a connection, so he offer her $10,000 to spend three night with him in vegas, and she accept with conditions. is mutual attract stirring? drama romanc waynewang"
4144,109472,The Girl,sin descripción drama thriller romanc subratasen
4145,153141,The Low Down,"frank is a restless young man in hi late twenti whose life revolv around hi friend and hi work. when he becom involv with ruby, her optimist and fresh approach to life and it problem begin to have a dramat effect on him. romanc comedi drama jamiethrav"
4146,52654,The Luzhin Defence,"base upon the novel by vladimir nabokov, a chess grandmast travel to itali in the 1920 to play in a tournament and fall in love. romanc drama marleengorri"
4147,70282,The Visit,"a young man die in prison bring hi famili togeth for a fate visit, and proce to put hi life back together. drama jordanwalker-pearlman"
4148,47643,Lilies,"1952: bishop bilodeau visit a québécoi prison to hear the confess of a boyhood friend jail for murder 40 year ago. the inmat forc the prelat to watch a play depict what realli happen in 1912. we meet him as a young man, strait-laced, intent on convinc simon (now the convict) to join the seminari with him. drama fantasi romanc johngreyson"
4149,111,Scarface,"after get a green card in exchang for assassin a cuban govern official, toni montana stake a claim on the drug trade in miami. vicious murder anyon who stand in hi way, toni eventu becom the biggest drug lord in the state, control nearli all the cocain that come through miami. but increas pressur from the police, war with colombian drug cartel and hi own drug-fuel paranoia serv to fuel the flame of hi eventu downfall. action crime drama thriller briandepalma"
4150,32488,Days of Wine and Roses,"an alcohol fall in love with and get marri to a young woman, whom he systemat addict to booz so they can share hi ""passion"" together. drama romanc blakeedward"
4151,10477,Driven,"talent rooki race-car driver jimmi bli ha start lose hi focu and begin to slip in the race rankings. it' no wonder, with the immens pressur be shovel on him by hi overli ambiti promot brother as well as bly' romanc with hi arch rival' girlfriend sophia. with much ride on bly, car owner carl henri bring former race star joe tanto on board to help bly. to drive bli back to the top of the rankings, tanto must first deal with the emot scar left over from a tragic race accid which nearli took hi life. action rennyharlin"
4152,12484,The Forsaken,a young man is in a race against time as he search for a cure after becom infect with a viru that will eventu turn him into a blood-suck vampire. action adventur horror thriller j.s.cardon
4153,2144,One Night at McCool's,everi man ha a differ recollect of the beauti young woman who wreak havoc on their live dure one heat night. action comedi crime haraldzwart
4154,24113,Town & Country,"porter stoddard is a well-known new york architect who is at a crossroads... a nexu where twist and turn lead to myriad misstep some with hi wife ellie, other with longtim friend mona and her husband griffin. decid which direct to take often lead to unexpect encount with hilari consequences. comedi romanc peterchelsom"
4155,118052,Rat,"after a night of drink guiness at the local water hole, an ordinary, working-class, famili man in dublin' life is turn upside-down when he wake up as a rat. drama fantasi comedi famili stevebarron"
4156,1734,The Mummy Returns,"rick and evelyn o'connell, along with their 8 year old son alex, discov the key to the legendari scorpion king' might, the fabl bracelet of anubis. unfortunately, a newli resurrect imhotep ha design on the bracelet as well, and isn't abov kidnap it new bearer, alex, to gain control of anubis' otherworldli army. adventur action fantasi stephensomm"
4157,38047,Eureka,"in kyushu, southwest japan, one hot summer morning, a municip bu is hijacked. in the carnag onli three peopl survive: the driver, a school girl, and her older brother. drama shinjiaoyama"
4158,8076,Tuvalu,"set in a dilapid indoor swim pool (the central bath in sofia), the film detail the effort of anton, a clueless dreamer who yearn to sail the world, and martha, the button obsess cashier, to maintain the illus for anton' blind father that busi is thriving. work to sabotag their effort is gregor - anton' brother - an amor develop who is determin to raze the entir town and construct a sprawl condominium complex. gregor engin an accid that seem certain to doom the busi and in the process steal away eva, the beauti woman of anton' dreams. will gregor' dastardli plan succeed? fantasi drama comedi sciencefict romanc famili foreign veithelm"
4159,4973,Under the Sand,"when her husband goe miss at the beach, a femal professor begin to mental disintegr as her denial of hi disappear becom delusional. drama mysteri françoisozon"
4160,8095,Cleopatra,"histor epic. the triumph and tragedi of the egyptian queen, cleopatra.th winner of four oscars, thi epic saga of love, greed and betray star elizabeth taylor as the passion and ambiti egyptian queen who' determin to hold on to the throne and seduc the roman emperor juliu caesar (rex harrison). when caesar is murdered, she redirect her attent to hi general, marc antoni (richard burton), who vow to take power -- but caesar' successor (roddi mcdowall) ha other plans. drama histori romanc josephl.mankiewicz"
4161,849,Krull,a princ and a fellowship of companion set out to rescu hi bride from a fortress of alien invad who have arriv on their home planet. fantasi action adventur petery
4162,27223,Lost in America,"david and linda howard are success yuppi from la. when he get a job disappointment, david convinc linda that they should quit their jobs, liquid their assets, and emul the movi easi rider, spend the rest of their live travel around america...in a winnebago. comedi albertbrook"
4163,2981,The Lost World,the first film adapt of sir arthur conan doyle' classic novel about a land where prehistor creatur still roam. adventur drama fantasi sciencefict harryo.hoyt miltonmenasco
4164,39266,Triumph of the Will,"the propaganda film of the 1934 nazi parti ralli in nuremberg, germani documentari leniriefenstahl"
4165,31863,True Believer,"eddi dodd is a burnt out former civil right lawyer who now special in defend drug dealers. roger baron, newli graduat from law school, ha follow eddie' great case and now want to learn at hi feet. with roger' idealist prodding, eddi reluctantli take on a case of a young korean man who, accord to hi mom, ha been in jail for eight year for a murder he did not commit. crime drama josephruben"
4166,11307,The World According to Garp,"base on the john irv novel, thi film chronicl the life of t s garp, and hi mother, jenny. whilst garp see himself as a ""serious"" writer, jenni write a feminist manifesto at an opportun time, and find herself as a magnet for all manner of distress women. comedi georgeroyhil"
4167,46498,Candy,"base on terri southern' satir novel, a send-up of voltaire' candide. young candi is a high school girl who seek truth and mean in life, encount a varieti of kooki charact and humor sexual situat in the process. fantasi comedi adventur christianmarquand"
4168,11163,Fellini Satyricon,a seri of disjoint mythic tale set in first centuri rome. drama fantasi federicofellini
4169,11035,Roma,"a virtual plotless, gaudy, impressionist portrait of rome through the eye of one of it most famou citizens. comedi drama federicofellini"
4170,18691,Frankie and Johnny,"elvi play johnny, a riverboat entertain with a big gambl problem. donna dougla play johnny' girl, frankie. a fortun teller tell johnni how he can chang hi luck. enter a new ladi luck play by nanci kovack and the cat fight begins. comedi drama music romanc frederickdecordova"
4171,3784,Frankie and Johnny,"when johnni is releas from prison follow a forgeri charge, he quickli land a job as a short-ord cook at a new york diner. follow a brief fling with waitress cora, franki develop an attract for cora' friend and fellow waitress frankie. while franki resist johnny' charm initially, she eventu relent when her best friend, tim, persuad her to give johnni a chance. drama comedi romanc garrymarshal"
4172,78133,A Home of Our Own,"the stori is locat in lo angel in the sixties. an energet widow, franc lacey, with her six children tri to make a dream of their come true: to have a home of their own. therefor they leav lo angel and head for the countryside, while face all kind of difficulti dure their journey. comedi drama tonybil"
4173,22829,Paris When It Sizzles,"hollywood produc alexand meyerheim ha hire drunken writer richard benson to write hi latest movie. benson ha been hole up in a pari apart supposedli work on the script for months, but instead ha spent the time live it up. benson now ha just two day to the deadlin and thu hire a temporari secretary, gabriel simpson, to help him complet it in time. comedi romanc richardquin"
4174,35717,Pola X,"a writer leav hi upper-class life and journey with a woman claim to be hi sister, and her two friends. drama romanc leoscarax"
4175,11936,City of Women,a businessman find himself trap at a hotel and threaten by women en masse. comedi drama federicofellini
4176,25221,For the Boys,"with the help of the singer and dancer dixi leonhard us-entertain eddi spark want to bring some fun to the soldier dure world war ii. becom a perfect team they tour from north africa to the pacif to act for ""the boys"". later they continu their work but when the author silver get involv into mccarthy' campaign and is be fire by eddie, dixi turn away from him, too. music drama markrydel"
4177,19494,Nine to Five,"frank hart is a pig. he take advantag in the grossest manner of the women who work with him. when hi three assist manag to trap him in hi own hous they assum control of hi depart and product leaps, but just how long can they keep hart tie up? comedi colinhiggin"
4178,40842,Norma Rae,"norma rae is a southern textil worker employ in a factori with intoler work conditions. thi concern about the situat give her the gumption to be the key associ to a visit labor union organizer. together, they undertak the difficult, and possibl dangerous, struggl to union her factory. drama martinritt"
4179,19357,Summer Rental,"jack chester, an overwork air traffic controller, take hi famili on vacat to the beach. thing immedi start to go wrong for the chesters, and steadili get worse. jack end up in a feud with a local yachtsman, and ha to race him to regain hi pride and family' respect. comedi carlrein"
4180,33743,"The 5,000 Fingers of Dr. T.","young bart collin live with hi widow mother heloise. the major blight on bart' exist is the hate piano lesson he is forc to endur under the tutelag of the autocrat dr. terwilliker. bart feel that hi mother ha fallen under terwilliker' sinist influence, and gripe to visit plumber august zabladowski, without much result. while grimli hammer away at hi lessons, bart doze off and enter a fantast music dream. famili fantasi music royrowland"
4181,32924,Catchfire,"a wit to a mob assassin flee for her life from town to town, switch identities, but cannot seem to elud milo, the chief killer out to get her. drama action thriller romanc dennishopp"
4182,9062,Love Story,"harvard law student oliv barrett iv and music student jennif cavilleri share a chemistri they cannot deni - and a love they cannot ignore. despit their opposit backgrounds, the young coupl put their heart on the line for each other. when they marry, oliver' wealthi father threaten to disown him. jenni tri to reconcil the barrett men, but to no avail. drama romanc arthurhil"
4183,11174,Pelle the Conqueror,"the end of the 19th century. a boat fill with swedish emigr come to the danish island of bornholm. among them are lass and hi son pell who move to denmark to find work. they find employ at a larg farm, but are treat as the lowest form of life. pell start to speak danish but is still harass as a foreigner. but none of them want to give up their dream of find a better life than the life they left in sweden. drama billeaugust"
4184,934,Rififi,"out of prison after a five-year stretch, jewel thief toni (jean servais) turn down a quick job hi friend jo (carl mohner) offer him, until he discov that hi old girlfriend mado (mari sabouret) ha becom the lover of local gangster pierr grutter (marcel lupovici) dure tony' absence. expand a minor smash-and-grab into a full-scal jewel heist, toni and hi crew appear to get away clean, but their action after the job is complet threaten the live of everyon involved. drama action crime julesdassin"
4185,9476,A Knight's Tale,"william thatcher, a peasant, is sent to apprentic with a knight name hector as a young boy. urg by hi father to ""chang hi stars"", he assum sir hector' place in a tournament when hector die in the middl of it. he wins. with the other apprentices, he train and assum the titl of sir ulrich von lichtenstein. adventur drama romanc action brianhelgeland"
4186,37691,Bread and Roses,"maya is a quick-wit young woman who come over the mexican border without paper and make her way to the la home of her older sister rosa. rosa get maya a job as a janitor: a non-union janitori servic ha the contract, the foul-mouth supervisor can fire worker on a whim, and the service-workers' union ha assign organ sam shapiro to bring it ""justic for janitors"" campaign to the building. sam find maya a will listener, she' also attract to him. rosa resists, she ha an ail husband to consider. the worker tri for public support; manag intimid worker to divid and conquer. rosa and maya as well as worker and manag may be set to collide. comedi drama kenloach"
4187,115810,Calle 54,a film featur perform of sever star of the latin jazz music scene. documentari music foreign fernandotrueba
4188,10613,The King Is Alive,"strand in the heat of a barren african desert, eleven bus-passeng shelter in the remnant of an abandon town. as rescu grow more remot by the day and anxieti deepens, an idea emerges: whi not stage a play. howev the choic of king lear onli manag to plung thi dispar group of travel into turmoil as they struggl to overcom both nature' wrath and their own morality. drama kristianlevr"
4189,19094,Sordid Lives,"""sordid lives"" is about a famili in a small texa town prepar for the funer of the mother. among the charact are the grandson tri to find hi ident in west hollywood, the son who ha spent the past twenty-thre year dress as tammi wynette, the sister and her best friend (who live in delight kitschi homes), and the two daughter (one strait-lac and one quit a bit looser). comedi delshor"
4190,14268,Startup.com,"friend sinc high school, 20-someth kaleil isaza tuzman and tom herman have an idea: a web site for peopl to conduct busi with municip governments. thi documentari track the rise and fall of govworks.com from may of 1999 to decemb of 2000, and the trial the busi bring to the relationship of these best friends. kaleil rais the money, tom' the technic chief. a third partner want a buy out; girlfriend come and go; tom' daughter need attention. and alway the need for cash and for improv the site. ventur capit come in by the millions. kaleil is on c-span, cnn, and magazin covers. will the busi or the friendship crash first? documentari chrishegedu jehanenoujaim"
4191,5852,Angel Eyes,"a stori about a seemingli unlik coupl who cross path under life-threaten circumst as though they are destin not onli to meet but to save each other' lives. not once, but twice. drama romanc thriller luismandoki"
4192,808,Shrek,"it ain't easi bein' green -- especi if you'r a likabl (albeit smelly) ogr name shrek. on a mission to retriev a gorgeou princess from the clutch of a fire-breath dragon, shrek team up with an unlik compatriot -- a wisecrack donkey. adventur anim comedi famili fantasi andrewadamson vickyjenson"
4193,49453,Fast Food Fast Women,"how import is the truth when fall in love? bella is a manhattan café waitress, about to turn 35, stuck in a long-term affair go nowhere. paul is a widower, face old age alone. bella' mother set her up with bruno, a novelist/cabbi who like to bed-hop and whose ex-wif expect their two children to stay with him for awhile. while bruno learn some matur from hi young daughter, paul answer a person ad place by a ""widow, 60."" the two coupl - along with one of paul' older pal and a jungian stripper - sort out how to initi a relationship these days, what to do when someon you like disappoint you, and when to tell the truth. comedi romanc amoskollek"
4194,824,Moulin Rouge!,"a celebr of love and creativ inspir take place in the infamous, gaudi and glamor parisian nightclub, at the cusp of the 20th century. a young poet, who is plung into the headi world of moulin rouge, begin a passion affair with the club' most notori and beauti star. drama music romanc bazluhrmann"
4195,37558,Little Brothers,talia run away from home take her belov dog with her. when her dog is stolen talia enlist the help of a gang of boy to help her find her pet. drama foreign jacquesdoillon
4196,676,Pearl Harbor,"the lifelong friendship between rafe mccawley and danni walker is put to the ultim test when the two ace fighter pilot becom entangl in a love triangl with beauti naval nurs evelyn johnson. but the rivalri between the friends-turned-fo is immedi put on hold when they find themselv at the center of japan' devast attack on pearl harbor on dec. 7, 1941. histori romanc war michaelbay"
4197,88727,Bloody Angels,"a few month after a girl with development disabl is murder in the remot villag høtten, the two young men who most townsfolk think kill her go missing. a polic detect is sent to investig and find thi veri challenging. thriller drama karinjulsrud"
4198,26813,Himalaya,"as the denizen of a tibetan villag prepar for their arduou annual trek to exchang salt for grain, the community' allegi are split between age chieftain tinl (thilen lhondup) and rebelli young karma (gurgon kyap). tinl tri to maintain hi clout and preserv obedi to ancient custom when karma challeng the old man' power. adventur drama ericv micheldebat"
4199,29572,The Man Who Cried,a young refuge travel from russia to america in search of her lost father and fall in love with a gypsi horseman. drama music romanc war sallypott
4200,48109,Our Song,"focus on the bond between three femal (an african american female, a half african american half latino american female, and a latino american female) high school member of brooklyn' ""jacki robinson stepper march band"" and the choic the girl face onc their school close down becaus of the need for asbesto removal. thi film is about a host of topics, not least of which is the hard-work involv in maintain drama jimmckay"
4201,291675,Gabriela,"mike is romant and persistent, a social worker at a psychiatr clinic who fall for a new intern. gabriela is passionate; she' also engaged; although her love for her fianc patrick seem more fratern than erotic, she ha an overwhelm sens of oblig to marri him. mike get dubiou counsel from a colleague, douglas, who' seem to have a new relationship weekly, and from hi unhappi brother. she get advic from her supervisor, whose long-term marriag end badly. gabriela can't seem to say no to mike, except when he ask her to end her engagement. she head home to mexico to introduc patrick to her family. what' mike to do? will anyth chang her mind?"
4202,50541,Ice Castles,a young girl is on top of the world until a tragic accid dash her hope and dream of becom a world-class figur skater. onli with the help of those who love her can she prove to the world -- and herself -- that she still ha the potenti to realiz her dreams. drama romanc donaldwry
4203,26255,Love Potion No. 9,"unlucki in love, chemist paul matthew visit gypsi madam rosa for help. quickli realiz he is a hopeless nerd, she gift him with love potion no. 8, which make anyon who wear it irresist to the opposit sex for four hours. paul and anim psychologist cowork dian farrow decid to test it on themselves. the awkward pair suddenli find themselv allur to anyon they approach, but soon realiz they are most attract to each other. comedi romanc dalelaun"
4204,22414,Postcards from the Edge,"substance-addict hollywood actress suzann vale is on the skids. after a spell at a detox centr her film compani insist as a condit of continu to employ her that she live with her mother dori mann, herself onc a star and now a champion drinker. such a set-up is bad news for suzann who ha struggl for year to get out of her mother' shadow, and who find her mother still treat her like a child. despit these problem - and further one to do with the men in in her life - suzann can begin to see the funni side of her situation, and it also start to occur to her that not onli do daughter have mothers, mother do too. comedi drama mikenichol"
4205,43329,Apache,"follow the surrend of geronimo, massai, the last apach warrior is captur and schedul for transport to a florida reservation. on the way he manag to escap and head for hi homeland to win back hi girl and settl down to grow crops. hi pursuer have other idea though. action western robertaldrich"
4206,42233,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","buffalo bill plan to put on hi own wild west sideshow, and chief sit bull ha agre to appear in it. however, sit bull ha hi own hidden agenda, involv the presid and gener custer. western comedi robertaltman"
4207,1406,City Slickers,new york meet the west in thi comedi star billi crystal. three new york busi men decid to take a 'wild west' vacat that turn out to not be the relax vacat they had envisioned. action adventur comedi drama western ronunderwood
4208,13554,Eight Men Out,"the great chicago white sox team of 1919 is the saddest team to ever win a pennent. the team is bitter at their penni pincher owner, charl comiskey, and at their own teammates. gambler take advantag of thi opportun to offer some player $ to throw the seri (most of the player didn't get as much as promised.) but buck weaver and the great shoeless joe jackson turn back at the last minut to tri and play their best. the sox actual almost come back from a 3-1 deficit. 2 year later, the truth break out and the sox are su on multipl accounts. they are found innoc by the juri but basebal commission landi ha other plans. the eight player are suspend for life, and buck weaver, for the rest of hi life, tri to clear hi name. drama histori johnsayl"
4209,17664,The Horse Soldiers,a union cavalri outfit is sent behind confeder line in strength to destroy a rail suppli center. along with them is sent a doctor who caus instant antipathi between him and the commander. the secret plan for the mission is overheard by a southern bell who must be taken along to assur her silence. war western johnford
4210,66035,The Kentuckian,a frontiersman and hi son fight to build a new home in texas. action western burtlancast
4211,41050,La Notte,a marri coupl attend a bourgeoi parti and wade through the stifl strain that long-term marriag ha impos upon them. drama michelangeloantonioni
4212,1632,Mississippi Burning,"two fbi agent investig the murder of civil right worker dure the 60 seek to breach the conspiraci of silenc in a small southern town where segreg divid black and white. the younger agent train in fbi school run up against the small town way of his, former sheriff, partner. thriller crime drama alanpark"
4213,966,The Magnificent Seven,an oppress mexican peasant villag hire seven gunfight to help defend their homes. western johnsturg
4214,12639,Return of the Seven,"chico one of the remain member of the magnific seven now live in the town that they (the seven) helped. one day someon come and take most of the men prisoner. hi wife seek out chris, the leader of the seven for help. chri also meet vin anoth member of the seven. they find four other men and they go to help chico. western burtkennedi"
4215,301,Rio Bravo,"the sheriff of a small town in southwest texa must keep custodi of a murder whose brother, a power rancher, is tri to help him escape. after a friend is kill tri to muster support for him, he and hi deputi - a disgrac drunk and a cantanker old crippl - must find a way to hold out against the rancher' hire gun until the marshal arrives. in the meantime, matter are complic by the presenc of a young gunsling - and a mysteri beauti who just came in on the last stagecoach. western howardhawk"
4216,31527,The Scarlet Empress,young german princess sophia is marri off to russia' half-mad grand duke peter in the hope of improv the royal blood line. drama histori romanc josefvonsternberg
4217,4988,Semi-Tough,a three-way friendship between two free-spirit profession footbal player and the owner' daughter becom compromis when two of them becom romant involved. comedi drama romanc michaelritchi
4218,12623,Suspect,"when a suprem court judg commit suicid and hi secretari is found murdered, all finger point to carl anderson (liam neeson), a homeless veteran who' deaf and mute. but when public defend kathleen riley (cher) is assign to hi case, she begin to believ that anderson may actual be innocent. juror eddi sanger (denni quaid), a washington lobbyist, agrees, and togeth the pair begin their own investig of events. crime drama thriller petery"
